order_id,customer_id,location_id,order_date,order_time,order_timestamp,order_type,order_status,payment_method,subtotal_amount,discount_amount,tax_amount,tip_amount,delivery_fee,total_amount,promotion_id,table_number
ORD-050101,CUST-04592,LOC-020,2025-06-16,18:58:51,2025-06-16 18:58:51,DELIVERY,COMPLETED,CASH,152.23,38.06,9.42,22.83,4.99,151.41,PROMO-009,
ORD-050102,CUST-44832,LOC-010,2025-03-21,18:38:41,2025-03-21 18:38:41,TAKEOUT,COMPLETED,CREDIT_CARD,231.98,0.0,19.14,0.0,0.0,251.12,,
ORD-050103,CUST-05645,LOC-017,2025-12-13,18:16:37,2025-12-13 18:16:37,DRIVE_THRU,COMPLETED,GIFT_CARD,259.48,0.0,21.41,0.0,0.0,280.89,,
ORD-050104,CUST-01765,LOC-019,2025-01-23,09:44:10,2025-01-23 09:44:10,DINE_IN,COMPLETED,MOBILE_PAY,98.48,0.0,8.12,17.73,0.0,124.33,,17.0
ORD-050105,CUST-49461,LOC-017,2025-07-09,10:24:10,2025-07-09 10:24:10,TAKEOUT,COMPLETED,CREDIT_CARD,145.45,20.0,10.35,0.0,0.0,135.8,PROMO-010,
ORD-050106,CUST-16222,LOC-013,2025-10-24,11:39:52,2025-10-24 11:39:52,DINE_IN,CANCELLED,DEBIT_CARD,228.5,0.0,18.85,0.0,0.0,247.35,,13.0
ORD-050107,CUST-39870,LOC-020,2025-05-18,21:06:55,2025-05-18 21:06:55,TAKEOUT,COMPLETED,CREDIT_CARD,258.93,0.0,21.36,0.0,0.0,280.29,,
ORD-050108,CUST-42336,LOC-020,2025-07-28,12:32:41,2025-07-28 12:32:41,DINE_IN,COMPLETED,CREDIT_CARD,263.71,0.0,21.76,26.37,0.0,311.84,,8.0
ORD-050109,CUST-25571,LOC-004,2025-09-26,20:18:03,2025-09-26 20:18:03,TAKEOUT,COMPLETED,CREDIT_CARD,337.94,6.5,27.34,0.0,0.0,358.78,PROMO-006,
ORD-050110,CUST-48089,LOC-004,2025-12-18,17:36:00,2025-12-18 17:36:00,DINE_IN,COMPLETED,CASH,152.99,0.0,12.62,27.54,0.0,193.15,,21.0
ORD-050111,,LOC-001,2025-02-20,08:26:46,2025-02-20 08:26:46,DINE_IN,PENDING,CREDIT_CARD,115.49,15.0,8.29,0.0,0.0,108.78,PROMO-001,18.0
ORD-050112,CUST-01718,LOC-017,2025-03-15,13:03:06,2025-03-15 13:03:06,DELIVERY,COMPLETED,CASH,185.42,0.0,15.3,27.81,4.99,233.52,,
ORD-050113,CUST-02844,LOC-001,2025-07-21,19:58:12,2025-07-21 19:58:12,DINE_IN,COMPLETED,CREDIT_CARD,258.44,0.0,21.32,46.52,0.0,326.28,,12.0
ORD-050114,CUST-30104,LOC-007,2025-06-22,09:48:23,2025-06-22 09:48:23,DRIVE_THRU,COMPLETED,MOBILE_PAY,262.47,0.0,21.65,0.0,0.0,284.12,,
ORD-050115,CUST-09040,LOC-017,2025-06-20,16:47:59,2025-06-20 16:47:59,DELIVERY,COMPLETED,CREDIT_CARD,205.4,0.0,16.95,30.81,4.99,258.15,,
ORD-050116,CUST-10827,LOC-017,2025-05-10,12:54:55,2025-05-10 12:54:55,DRIVE_THRU,COMPLETED,CREDIT_CARD,113.94,12.0,8.41,0.0,0.0,110.35,PROMO-008,
ORD-050117,,LOC-004,2025-08-08,11:13:08,2025-08-08 11:13:08,DINE_IN,PENDING,CREDIT_CARD,154.49,10.0,11.92,0.0,0.0,156.41,PROMO-007,31.0
ORD-050118,CUST-27943,LOC-014,2025-11-28,14:40:03,2025-11-28 14:40:03,TAKEOUT,COMPLETED,CASH,279.45,0.0,23.05,0.0,0.0,302.5,,
ORD-050119,CUST-16484,LOC-008,2025-03-17,18:32:09,2025-03-17 18:32:09,DINE_IN,COMPLETED,CREDIT_CARD,339.71,25.0,25.96,47.21,0.0,387.88,PROMO-011,11.0
ORD-050120,CUST-47309,LOC-014,2025-04-07,18:07:37,2025-04-07 18:07:37,DINE_IN,COMPLETED,CREDIT_CARD,116.98,17.55,8.2,14.91,0.0,122.54,PROMO-004,20.0
ORD-050121,CUST-39496,LOC-002,2025-09-14,11:12:24,2025-09-14 11:12:24,TAKEOUT,COMPLETED,CREDIT_CARD,241.95,0.0,19.96,0.0,0.0,261.91,,
ORD-050122,CUST-20890,LOC-003,2025-01-28,12:28:07,2025-01-28 12:28:07,DINE_IN,COMPLETED,MOBILE_PAY,269.44,0.0,22.23,40.42,0.0,332.09,,4.0
ORD-050123,,LOC-001,2025-09-15,12:36:14,2025-09-15 12:36:14,DINE_IN,COMPLETED,MOBILE_PAY,177.97,40.0,11.38,24.83,0.0,174.18,PROMO-009,
