item_id,item_name,category_name,total_quantity_sold,unique_order_count,total_revenue,total_cost,gross_profit,avg_unit_price,avg_cost_price,contribution_margin_pct,profit_per_unit,mean_gap_days,max_gap_days,total_unique_buyers,repeat_purchase_pct,wasted_quantity,wasted_cost,normalized_trend_slope,q4_vs_q1_growth_pct,wastage_percentage,score_vol,score_freq,score_gap,score_repeat,score_waste,score_margin,score_trend,low_sales_volume_val,low_sales_volume_score,low_purchase_frequency_val,low_purchase_frequency_score,long_gaps_between_purchases_val,long_gaps_between_purchases_score,low_repeat_purchase_val,low_repeat_purchase_score,high_wastage_val,high_wastage_score,weak_profitability_val,weak_profitability_score,poor_trend_val,poor_trend_score,flag_low_sales_volume,flag_low_purchase_frequency,flag_long_gaps_between_purchases,flag_low_repeat_purchase,flag_high_wastage,flag_weak_profitability,flag_poor_trend,srs_dimensions_triggered_count,slow_moving_index,movement_class,recommended_action
ITEM-051,A5 Miyazaki Japanese Wagyu (4oz),Prime Steaks & Butcher Cuts,667,457,63365.0,21344.0,42021.0,95.0,32.0,66.3157894736842,63.0,1.3869731800766283,5.0,436,1.146788990825688,869,27808.0,0.031767333116658455,35.82089552238806,56.575520833333336,0.9933333333333333,0.9933333333333333,1.0,0.9533333333333334,0.8866666666666667,0.38,0.9733333333333334,667,0.9933333333333333,457,0.9933333333333333,1.3869731800766283,1.0,1.146788990825688,0.9533333333333334,56.575520833333336,0.8866666666666667,66.3157894736842,0.38,0.031767333116658455,0.9733333333333334,True,True,True,True,True,False,True,6,0.8982666666666667,Critical Slow-Moving,Immediate Menu Retirement / Phase-Out (Excessive Wastage Loss)
ITEM-006,Soft-Shell Crab Sliders,Appetizers & Small Plates,3191,2159,62224.5,32548.199999999997,29676.300000000003,19.5,10.2,47.69230769230769,9.3,1.002754820936639,2.0,2041,1.8618324350808426,8519,86893.8,0.030308143752205176,30.89311859443631,72.74978650725875,0.8733333333333333,0.8733333333333333,0.8333333333333334,0.8866666666666667,0.98,0.85,0.98,3191,0.8733333333333333,2159,0.8733333333333333,1.002754820936639,0.8333333333333334,1.8618324350808426,0.8866666666666667,72.74978650725875,0.98,47.69230769230769,0.85,0.030308143752205176,0.98,True,True,True,True,True,True,True,7,0.8915999999999998,Critical Slow-Moving,Immediate Menu Retirement / Phase-Out (Excessive Wastage Loss)
ITEM-005,Wild Alaskan Salmon Tartare,Appetizers & Small Plates,3544,2433,74424.0,40756.0,33668.0,21.0,11.5,45.23809523809524,9.5,1.0139275766016713,2.0,2292,2.7923211169284468,9217,105995.5,0.034073150325972,36.916548797736915,72.22788182744299,0.8533333333333333,0.86,0.8933333333333333,0.8333333333333334,0.9733333333333334,0.8733333333333333,0.9066666666666666,3544,0.8533333333333333,2433,0.86,1.0139275766016713,0.8933333333333333,2.7923211169284468,0.8333333333333334,72.22788182744299,0.9733333333333334,45.23809523809524,0.8733333333333333,0.034073150325972,0.9066666666666666,True,True,True,True,True,True,True,7,0.8825333333333334,Critical Slow-Moving,Immediate Menu Retirement / Phase-Out (Excessive Wastage Loss)
ITEM-072,Whole Grilled Red Snapper Mojo,Chef Specials & Seafood,2091,1476,87822.0,36592.5,51229.5,42.0,17.5,58.333333333333336,24.5,1.0402298850574712,2.0,1397,1.3600572655690766,8505,148837.5,0.037382990037222466,39.568345323741006,80.26613816534541,0.9133333333333333,0.9066666666666666,0.9333333333333333,0.9266666666666666,1.0,0.5700000000000001,0.7333333333333334,2091,0.9133333333333333,1476,0.9066666666666666,1.0402298850574712,0.9333333333333333,1.3600572655690766,0.9266666666666666,80.26613816534541,1.0,58.333333333333336,0.5700000000000001,0.037382990037222466,0.7333333333333334,True,True,True,True,True,False,True,6,0.8702666666666667,Critical Slow-Moving,Immediate Menu Retirement / Phase-Out (Excessive Wastage Loss)
ITEM-047,Dry-Aged Tomahawk Ribeye (36oz),Prime Steaks & Butcher Cuts,987,677,123375.0,37506.0,85869.0,125.0,38.0,69.6,87.0,1.2073578595317727,4.0,638,1.2539184952978055,529,20102.0,0.03277573490339448,46.19047619047619,34.894459102902374,0.98,0.98,0.9866666666666667,0.9333333333333333,0.7666666666666667,0.30000000000000004,0.96,987,0.98,677,0.98,1.2073578595317727,0.9866666666666667,1.2539184952978055,0.9333333333333333,34.894459102902374,0.7666666666666667,69.6,0.30000000000000004,0.03277573490339448,0.96,True,True,True,True,True,False,True,6,0.8610666666666668,Critical Slow-Moving,Immediate Menu Retirement / Phase-Out (Excessive Wastage Loss)
ITEM-029,Truffle Lobster Roll,Artisanal Burgers & Handhelds,2058,1436,69972.0,29841.0,40131.0,34.0,14.5,57.35294117647059,19.5,1.0459770114942528,3.0,1371,1.3858497447118892,1573,22808.5,0.038329017920854656,51.127819548872175,43.321399063618834,0.92,0.92,0.94,0.9133333333333333,0.8066666666666666,0.6,0.6133333333333333,2058,0.92,1436,0.92,1.0459770114942528,0.94,1.3858497447118892,0.9133333333333333,43.321399063618834,0.8066666666666666,57.35294117647059,0.6,0.038329017920854656,0.6133333333333333,True,True,True,True,True,False,False,5,0.8373333333333333,Critical Slow-Moving,Immediate Menu Retirement / Phase-Out (Excessive Wastage Loss)
ITEM-066,Seared Diver Scallops Sweet Corn,Chef Specials & Seafood,4249,2830,152964.0,71383.2,81580.8,36.0,16.8,53.333333333333336,19.2,1.0027624309392265,2.0,2635,3.3776091081593926,8933,150074.4,0.034591438215820426,35.95890410958904,67.76665149446215,0.8200000000000001,0.8200000000000001,0.86,0.7666666666666666,0.9466666666666667,0.7266666666666667,0.9,4249,0.8200000000000001,2830,0.8200000000000001,1.0027624309392265,0.86,3.3776091081593926,0.7666666666666666,67.76665149446215,0.9466666666666667,53.333333333333336,0.7266666666666667,0.034591438215820426,0.9,True,True,True,True,True,True,True,7,0.8334666666666667,Critical Slow-Moving,Immediate Menu Retirement / Phase-Out (Excessive Wastage Loss)
ITEM-060,Pepper-Crusted Bison Tenderloin,Prime Steaks & Butcher Cuts,1145,794,66410.0,28625.0,37785.0,58.0,25.0,56.896551724137936,33.0,1.123456790123457,4.0,752,1.0638297872340425,829,20725.0,0.04239777689559349,58.58585858585859,41.99594731509625,0.9666666666666667,0.9666666666666667,0.96,0.96,0.7933333333333333,0.6133333333333333,0.2533333333333333,1145,0.9666666666666667,794,0.9666666666666667,1.123456790123457,0.96,1.0638297872340425,0.96,41.99594731509625,0.7933333333333333,56.896551724137936,0.6133333333333333,0.04239777689559349,0.2533333333333333,True,True,True,True,True,False,False,5,0.8266666666666667,Critical Slow-Moving,Immediate Menu Retirement / Phase-Out (Excessive Wastage Loss)
ITEM-064,Butter Poached Maine Lobster Tail,Chef Specials & Seafood,2354,1608,122408.0,55319.0,67089.0,52.0,23.5,54.807692307692314,28.5,1.0196078431372548,2.0,1528,1.5706806282722512,9564,224754.0,0.042706656130615354,50.32119914346895,80.24836381943278,0.9,0.9,0.9066666666666666,0.9,0.9933333333333333,0.6799999999999999,0.23333333333333328,2354,0.9,1608,0.9,1.0196078431372548,0.9066666666666666,1.5706806282722512,0.9,80.24836381943278,0.9933333333333333,54.807692307692314,0.6799999999999999,0.042706656130615354,0.23333333333333328,True,True,True,True,True,False,False,5,0.8210666666666667,Critical Slow-Moving,Immediate Menu Retirement / Phase-Out (Excessive Wastage Loss)
ITEM-057,Roasted Veal Chop Chanterelles,Prime Steaks & Butcher Cuts,1208,843,59192.0,26576.0,32616.0,49.0,22.0,55.10204081632652,27.0,1.1666666666666667,4.0,803,0.9962640099626401,747,16434.0,0.048696336775806974,62.38532110091744,38.209718670076725,0.96,0.96,0.9733333333333334,0.9666666666666667,0.78,0.6666666666666667,0.020000000000000018,1208,0.96,843,0.96,1.1666666666666667,0.9733333333333334,0.9962640099626401,0.9666666666666667,38.209718670076725,0.78,55.10204081632652,0.6666666666666667,0.048696336775806974,0.020000000000000018,True,True,True,True,True,False,False,5,0.8086666666666665,Critical Slow-Moving,Immediate Menu Retirement / Phase-Out (Excessive Wastage Loss)
