location_id,restaurant_name,location_tier,item_id,item_name,category_name,quantity_sold,revenue,cost,gross_profit,contribution_margin_pct,rating_count,avg_rating,quantity_wasted,wastage_cost,wastage_percentage,loc_volume_percentile,loc_margin_percentile,location_menu_classification
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-135,Red Sangria Pitcher (House Wine),Signature Cocktails & Mocktails,584,16936.0,3620.8,13315.2,78.62068965517241,48.0,3.6458333333333335,2.0,12.4,0.3412969283276451,0.4866666666666667,0.86,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-059,Bistro Hanger Steak Shallot Jus,Prime Steaks & Butcher Cuts,485,13580.0,6547.5,7032.5,51.78571428571429,43.0,4.046511627906977,29.0,391.5,5.642023346303502,0.33666666666666667,0.21333333333333335,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-067,Seafood Paella Valenciana,Chef Specials & Seafood,382,13370.0,6112.0,7258.0,54.285714285714285,28.0,4.0,409.0,6544.0,51.70670037926675,0.25333333333333335,0.31,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-092,Truffle Wild Mushroom Risotto,Vegan & Plant-Based Creations,535,12305.0,3852.0,8453.0,68.69565217391305,40.0,3.175,66.0,475.2,10.98169717138103,0.4066666666666667,0.66,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-053,Smoked Bone-in Kurobuta Pork Chop,Prime Steaks & Butcher Cuts,332,11288.0,4581.6,6706.4,59.411764705882355,26.0,4.076923076923077,20.0,276.0,5.681818181818182,0.19333333333333333,0.4666666666666667,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-036,Slow-Braised Wild Boar Pappardelle,Wood-Fired Pizzas & Pastas,425,11050.0,4037.5,7012.5,63.46153846153846,34.0,4.176470588235294,22.0,209.0,4.921700223713646,0.2866666666666667,0.5466666666666666,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-066,Seared Diver Scallops Sweet Corn,Chef Specials & Seafood,306,11016.0,5140.8,5875.2,53.333333333333336,22.0,4.181818181818182,457.0,7677.6,59.8951507208388,0.17,0.2733333333333333,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-039,Handcrafted Lobster Ravioli,Wood-Fired Pizzas & Pastas,355,10472.5,3975.9999999999995,6496.5,62.03389830508475,27.0,3.962962962962963,499.0,5588.8,58.430913348946135,0.22666666666666666,0.5266666666666666,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-101,Thai Coconut Green Curry Tofu,Vegan & Plant-Based Creations,543,9774.0,2986.5,6787.5,69.44444444444444,35.0,3.4571428571428573,36.0,198.0,6.217616580310881,0.42,0.68,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-095,Spicy Tofu Peanut Noodle Bowl,Vegan & Plant-Based Creations,592,9768.0,2900.8,6867.2,70.3030303030303,44.0,3.522727272727273,25.0,122.5,4.051863857374392,0.49333333333333335,0.74,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-102,Mushroom & Walnut Bolognese,Vegan & Plant-Based Creations,500,9250.0,2800.0,6450.0,69.72972972972973,39.0,2.923076923076923,40.0,224.0,7.4074074074074066,0.36,0.7133333333333334,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-073,Pacific Black Cod Miso Glaze,Chef Specials & Seafood,206,9064.0,3708.0,5356.0,59.09090909090909,7.0,4.142857142857143,27.0,486.0,11.587982832618025,0.10666666666666667,0.45666666666666667,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-097,Jackfruit Smoky Carnitas Tacos,Vegan & Plant-Based Creations,577,8943.5,2942.7,6000.8,67.0967741935484,36.0,3.7777777777777777,28.0,142.8,4.628099173553719,0.48,0.6333333333333333,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-094,Creamy Cashew Alfredo Tagliatelle,Vegan & Plant-Based Creations,455,8645.0,2639.0,6006.0,69.47368421052632,30.0,3.7333333333333334,24.0,139.2,5.010438413361169,0.32666666666666666,0.6866666666666666,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-080,Roasted Beet & Goat Cheese Bowl,Farm-Fresh Salads & Grain Bowls,529,7935.0,2856.6000000000004,5078.4,63.99999999999999,39.0,3.7435897435897436,60.0,324.0,10.186757215619695,0.38666666666666666,0.56,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-084,Kale Tahini Caesar Roasted Chickpeas,Farm-Fresh Salads & Grain Bowls,560,7834.4,2744.0,5090.4,64.97498213009291,54.0,3.4074074074074074,30.0,147.0,5.084745762711865,0.44,0.6,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-117,Artisanal Macaron Assortment (6pcs),Handcrafted Desserts & Pastries,516,7740.0,2167.2000000000003,5572.8,72.0,42.0,3.619047619047619,3.0,12.600000000000001,0.5780346820809248,0.37333333333333335,0.78,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-047,Dry-Aged Tomahawk Ribeye (36oz),Prime Steaks & Butcher Cuts,61,7625.0,2318.0,5307.0,69.6,7.0,4.0,19.0,722.0,23.75,0.02,0.7,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-103,Korean Gochujang Crispy Tofu,Vegan & Plant-Based Creations,521,7554.5,2292.4,5262.099999999999,69.6551724137931,46.0,3.6956521739130435,28.0,123.2,5.100182149362477,0.38,0.7066666666666667,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-028,Cubano Roast Pork Sandwich,Artisanal Burgers & Handhelds,487,7548.5,3506.4,4042.1000000000004,53.5483870967742,37.0,4.054054054054054,23.0,165.6,4.509803921568627,0.3466666666666667,0.2866666666666667,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-015,Bacon Wrapped Stuffed Dates,Appetizers & Small Plates,532,7182.0,2766.4,4415.6,61.48148148148148,38.0,3.6578947368421053,20.0,104.0,3.6231884057971016,0.3933333333333333,0.52,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-099,Lentil Shepherd's Pie Sweet Potato,Vegan & Plant-Based Creations,394,6895.0,2048.8,4846.2,70.28571428571428,23.0,3.739130434782609,39.0,202.8,9.006928406466514,0.26,0.7333333333333333,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-024,Portobello Mushroom Swiss Burger,Artisanal Burgers & Handhelds,446,6690.0,2586.7999999999997,4103.2,61.33333333333333,35.0,3.3142857142857145,28.0,162.39999999999998,5.9071729957805905,0.30666666666666664,0.5133333333333333,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-087,Green Goddess Farro Bowl,Farm-Fresh Salads & Grain Bowls,454,6583.0,2179.2,4403.8,66.89655172413794,38.0,3.9473684210526314,43.0,206.4,8.651911468812877,0.32,0.6266666666666667,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-035,Black Truffle Tagliolini Caviar,Wood-Fired Pizzas & Pastas,142,5964.0,1633.0,4331.0,72.61904761904762,12.0,4.166666666666667,41.0,471.5,22.404371584699454,0.07333333333333333,0.7933333333333333,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-133,Rare Japanese Whisky Flight (3-pour),Signature Cocktails & Mocktails,107,5885.0,1498.0,4387.0,74.54545454545455,6.0,3.8333333333333335,0.0,0.0,0.0,0.04666666666666667,0.8066666666666666,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-072,Whole Grilled Red Snapper Mojo,Chef Specials & Seafood,134,5628.0,2345.0,3283.0,58.333333333333336,10.0,4.2,420.0,7350.0,75.81227436823104,0.06666666666666667,0.43,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-096,Roasted Eggplant Harissa Shakshuka,Vegan & Plant-Based Creations,362,5430.0,1629.0,3801.0,70.0,26.0,3.8846153846153846,25.0,112.5,6.459948320413436,0.23333333333333334,0.7233333333333334,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-116,Key Lime Tart Graham Crust,Handcrafted Desserts & Pastries,571,5424.5,1541.7,3882.7999999999997,71.57894736842105,49.0,3.693877551020408,46.0,124.19999999999999,7.455429497568882,0.4666666666666667,0.76,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-030,Grilled Halloumi Flatbread,Artisanal Burgers & Handhelds,373,5222.0,2051.5,3170.5,60.71428571428571,35.0,3.857142857142857,20.0,110.0,5.089058524173027,0.24,0.5,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-051,A5 Miyazaki Japanese Wagyu (4oz),Prime Steaks & Butcher Cuts,54,5130.0,1728.0,3402.0,66.3157894736842,2.0,4.0,41.0,1312.0,43.15789473684211,0.006666666666666667,0.62,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-105,Artisanal Vegan Charcuterie Board,Vegan & Plant-Based Creations,186,4836.0,1581.0,3255.0,67.3076923076923,14.0,3.5714285714285716,34.0,289.0,15.454545454545453,0.09333333333333334,0.64,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-090,Warm Roasted Butternut Squash Bowl,Farm-Fresh Salads & Grain Bowls,330,4620.0,1485.0,3135.0,67.85714285714286,25.0,3.64,45.0,202.5,12.0,0.18666666666666668,0.6466666666666666,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-110,Fresh Wild Berry Pavlova,Handcrafted Desserts & Pastries,338,4563.0,1960.3999999999999,2602.6,57.03703703703703,36.0,4.277777777777778,398.0,2308.4,54.07608695652174,0.20666666666666667,0.3933333333333333,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-115,Pecan Pie Bourbon Whipped Cream,Handcrafted Desserts & Pastries,444,4440.0,1332.0,3108.0,70.0,29.0,4.0344827586206895,18.0,54.0,3.896103896103896,0.2966666666666667,0.7233333333333334,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-125,Black Truffle Infused Manhattan,Signature Cocktails & Mocktails,146,4088.0,657.0,3431.0,83.92857142857143,10.0,4.0,4.0,18.0,2.666666666666667,0.08,0.98,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-119,Matcha Green Tea Crepe Cake,Handcrafted Desserts & Pastries,353,4059.5,1129.6000000000001,2929.9,72.17391304347827,21.0,3.5238095238095237,460.0,1472.0,56.580565805658054,0.22,0.7866666666666666,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-008,Reserve Osetra Caviar Blinis,Appetizers & Small Plates,58,3770.0,957.0,2813.0,74.61538461538461,1.0,3.0,62.0,1023.0,51.66666666666667,0.013333333333333334,0.8133333333333334,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-057,Roasted Veal Chop Chanterelles,Prime Steaks & Butcher Cuts,73,3577.0,1606.0,1971.0,55.10204081632652,2.0,4.5,21.0,462.0,22.340425531914892,0.03333333333333333,0.3333333333333333,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-150,Artisanal Kombucha Peach Ginger,Specialty Coffee & Beverages,544,3400.0,979.2,2420.8,71.2,53.0,3.660377358490566,8.0,14.4,1.4492753623188406,0.4266666666666667,0.7533333333333333,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-113,Vintage Champagne Berry Float,Handcrafted Desserts & Pastries,95,2280.0,522.5,1757.5,77.08333333333334,9.0,4.111111111111111,51.0,280.5,34.93150684931507,0.04,0.84,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-118,Dark Chocolate Souffle Grand Marnier,Handcrafted Desserts & Pastries,120,1980.0,480.0,1500.0,75.75757575757575,8.0,3.25,88.0,352.0,42.30769230769231,0.06,0.8266666666666667,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-149,Rare Blue Mountain Jamaican Pour-Over,Specialty Coffee & Beverages,113,1356.0,282.5,1073.5,79.16666666666666,4.0,3.25,3.0,7.5,2.586206896551724,0.05333333333333334,0.8866666666666667,Hidden Opportunity
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-046,USDA Prime Center-Cut Filet Mignon (8oz),Prime Steaks & Butcher Cuts,492,23616.0,12054.0,11562.0,48.95833333333333,31.0,3.6451612903225805,43.0,1053.5,8.037383177570094,0.35333333333333333,0.16666666666666666,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-054,Coffee-Crusted Prime Ribeye (14oz),Prime Steaks & Butcher Cuts,415,21580.0,9545.0,12035.0,55.769230769230774,29.0,3.896551724137931,41.0,943.0,8.991228070175438,0.2733333333333333,0.36666666666666664,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-050,Slow-Braised Beef Short Ribs,Prime Steaks & Butcher Cuts,573,20628.0,8308.5,12319.5,59.72222222222222,37.0,3.5135135135135136,20.0,290.0,3.372681281618887,0.47333333333333333,0.47333333333333333,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-048,Dry-Aged Bone-in NY Strip (16oz),Prime Steaks & Butcher Cuts,348,19488.0,9048.0,10440.0,53.57142857142857,36.0,3.6666666666666665,63.0,1638.0,15.328467153284672,0.21333333333333335,0.29333333333333333,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-049,Colorado Rosemary Lamb Chops,Prime Steaks & Butcher Cuts,336,14784.0,6552.0,8232.0,55.68181818181818,21.0,3.857142857142857,33.0,643.5,8.94308943089431,0.2,0.36,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-070,Garlic Butter Tiger Prawns Skewer,Chef Specials & Seafood,542,14634.0,6233.0,8401.0,57.407407407407405,35.0,3.5714285714285716,29.0,333.5,5.078809106830122,0.41333333333333333,0.4066666666666667,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-040,Truffled Wild Mushroom Gnocchi,Wood-Fired Pizzas & Pastas,647,14234.0,5046.599999999999,9187.4,64.54545454545453,42.0,3.6666666666666665,56.0,436.79999999999995,7.965860597439544,0.57,0.5933333333333334,Low Performer
LOC-001,DineIQ Flagship Downtown,Flagship,ITEM-065,Jumbo Lump Crab Cakes (2pcs),Chef Specials & Seafood,419,13408.0,6285.0,7123.0,53.125,31.0,3.6774193548387095,418.0,6270.0,49.94026284348865,0.28,0.26,Low Performer
